game,publisher,publisher2,genre,genre2,year,year2,esrb,esrb2,local_player,local_player2,online_player,online_player2,metacritic,exclusive,sales_na,sales_eu,sales_jp,sales_o,sales_total
Ayaka Shibito,Dimple Entertainment,Other,JAdventure,JAdventure,2006,2006,NA,NA,1,1,NA,NA,NA,Yes,NA,NA,NA,NA,NA
Backyard Baseball,Atari,Atari,Sports,Sports,2004,2004,E,E,2,2,NA,NA,NA,No,0.24,0.19,NA,0.06,0.49
Backyard Baseball '09,Atari,Atari,Sports,Sports,2008,2008,E,E,2,2,NA,NA,NA,Yes,0.01,0.01,NA,NA,0.02
Backyard Baseball '10,Atari,Atari,Sports,Sports,2009,2009,E,E,4,4,NA,NA,NA,Yes,0.08,0.07,NA,0.02,0.17
Backyard NBA Basketball,Atari,Atari,Sports,Sports,2003,2003,E,E,4,4,NA,NA,NA,Yes,0.29,0.22,NA,0.07,0.59
Backyard NFL Football '08,Atari,Atari,Sports,Sports,2007,2007,E,E,2,2,NA,NA,NA,Yes,0.03,0.02,NA,0.01,0.06
Backyard NFL Football '09,Atari,Atari,Sports,Sports,2008,2008,E,E,2,2,NA,NA,NA,Yes,0.08,0.07,NA,0.02,0.17
Backyard NFL Football '10,Atari,Atari,Sports,Sports,2009,2009,E,E,2,2,NA,NA,NA,Yes,0.03,0.02,NA,0.01,0.06
Backyard NFL Football 2006,Atari,Atari,Sports,Sports,2005,2005,E,E,2,2,NA,NA,NA,Yes,0.1,0.08,NA,0.03,0.2
Backyard Sports Baseball 2007,Atari,Atari,Sports,Sports,2006,2006,E,E,2,2,NA,NA,NA,No,NA,NA,NA,NA,0.01
Backyard Sports Basketball 2007,Atari,Atari,Sports,Sports,2007,2007,E,E,2,2,NA,NA,43,Yes,NA,NA,NA,NA,NA
Backyard Wrestling 2: There Goes the Neighborhood,Eidos Interactive,Eidos Interactive,Fighting,Fighting,2004,2004,M,M,2,2,NA,NA,46,No,0.14,0.11,NA,0.04,0.28
Backyard Wrestling: Don't Try This at Home,Eidos Interactive,Eidos Interactive,Fighting,Fighting,2003,2003,M,M,2,2,NA,NA,51,No,0.3,0.23,NA,0.08,0.6
Bad Boys: Miami Takedown,Empire Interactive,Empire Interactive,Shooter,Shooter,2004,2004,M,M,1,1,NA,NA,43,No,0.56,0.44,NA,0.15,1.15
Bakugan: Battle Brawlers,Activision,Activision,ActionAdventure,ActionAdventure,2009,2009,E,E,2,2,NA,NA,NA,Yes,0.21,0.16,NA,0.05,0.43
Bakumatsu Renka: Karyuu Kenshi-den,D3Publisher,D3Publisher,JAdventure,JAdventure,2007,2007,NA,NA,1,1,NA,NA,NA,Yes,NA,NA,0.02,NA,0.02
Bakumatsu Rouman: Gekka no Kenshi 1-2,SNK Playmore,Other Other,Fighting,Fighting,2006,2006,NA,NA,1,1,NA,NA,NA,Yes,NA,NA,NA,NA,NA
Bakusou Dekotora Densetsu: Otoko Hanamichi Yume Roman,Spike,Other,Racing,Racing,2003,2003,NA,NA,1,1,NA,NA,NA,Yes,NA,NA,NA,NA,NA
Baldur's Gate: Dark Alliance,Virgin Interactive,Other,RPG,RPG,2001,2001,T,T,2,2,NA,NA,87,No,0.61,0.48,NA,0.16,1.24
Baldur's Gate: Dark Alliance II,Interplay,Other,RPG,RPG,2004,2004,T,T,2,2,NA,NA,78,No,0.34,0.26,NA,0.09,0.68
Band Hero,Activision,Activision,Music,Music,2009,2009,E10,E,4,4,NA,NA,NA,Yes,0.15,0.06,NA,0.2,0.41
Barbarian,Titus,Other,Fighting,Fighting,2002,2002,T,T,4,4,NA,NA,63,No,0.07,0.06,NA,0.02,0.14
Barbie as The Island Princess,Activision,Activision,ActionAdventure,ActionAdventure,2007,2007,E,E,1,1,NA,NA,NA,Yes,0.06,0.04,NA,0.02,0.12
Barbie Horse Adventures: Riding Camp,Activision,Activision,Sports,Sports,2008,2008,E,E,1,1,NA,NA,NA,Yes,0.09,0.07,NA,0.02,0.19
Barbie Horse Adventures: Wild Horse Rescue,Universal Interactive,Other,Sports,Sports,2003,2003,E,E,1,1,NA,NA,NA,No,0.24,0.19,NA,0.06,0.49
Barbie in The 12 Dancing Princesses,Activision,Activision,ActionAdventure,ActionAdventure,2006,2006,E,E,1,1,NA,NA,NA,Yes,NA,NA,NA,NA,NA
Barnyard,THQ,THQ,ActionAdventure,ActionAdventure,2006,2006,E10,E,1,1,NA,NA,NA,No,0.05,0.04,NA,0.01,0.09
Baroque,Rising Star Games,Other,RPG,RPG,2007,2007,T,T,1,1,NA,NA,60,Yes,0.05,0.04,0.02,0.01,0.13
Basketball Xciting,Agetec,Other,Sports,Sports,2003,2003,E,E,2,2,NA,NA,NA,Yes,NA,NA,NA,NA,NA
Bass Landing 3,Sammy Corporation,Other,Sports,Sports,2003,2003,E,E,1,1,NA,NA,NA,Yes,NA,NA,NA,NA,NA
Bass Strike,THQ,THQ,Sports,Sports,2001,2001,E,E,1,1,NA,NA,57,Yes,0.14,0.11,NA,0.04,0.28
Batman Begins,Electronic Arts,Electronic Arts,ActionAdventure,ActionAdventure,2005,2005,T,T,1,1,NA,NA,64,No,0.27,0.21,NA,0.07,0.56
Batman: Rise of Sin Tzu,Ubisoft,Ubisoft,ActionAdventure,ActionAdventure,2003,2003,T,T,2,2,NA,NA,63,No,0.17,0.13,NA,0.05,0.35
Batman: Vengeance,Ubisoft,Ubisoft,ActionAdventure,ActionAdventure,2001,2001,T,T,1,1,NA,NA,68,No,0.27,0.21,NA,0.07,0.55
Battle Assault 3 featuring Gundam Seed,Namco Bandai Games,Namco Bandai Games,ActionAdventure,ActionAdventure,2004,2004,T,T,2,2,NA,NA,48,Yes,0.02,0.01,NA,NA,0.03
Battle Engine Aquila,Atari,Atari,Shooter,Shooter,2003,2003,T,T,2,2,NA,NA,73,No,0.02,0.01,NA,NA,0.03
Battle of Sunrise,Sunrise Interactive,Other,Strategy,Strategy,2008,2008,NA,NA,1,1,NA,NA,NA,Yes,NA,NA,NA,NA,NA
Battle Stadium D.O.N,Namco Bandai Games,Namco Bandai Games,Fighting,Fighting,2006,2006,NA,NA,4,4,NA,NA,NA,No,NA,NA,0.15,NA,0.15
Battlefield 2: Modern Combat,Electronic Arts,Electronic Arts,Shooter,Shooter,2005,2005,T,T,1,1,32,16,80,No,0.37,0.01,0.02,0.06,0.46
Battlestar Galactica,Vivendi Games,Vivendi Games,Shooter,Shooter,2003,2003,T,T,1,1,NA,NA,66,No,0.08,0.06,NA,0.02,0.16
B-Boy,Sony Computer Entertainment,Sony Computer Entertainment,Music,Music,2006,2006,T,T,1,1,NA,NA,53,Yes,NA,NA,NA,NA,NA
Beat Down: Fists of Vengeance,Capcom,Capcom,ActionAdventure,ActionAdventure,2005,2005,M,M,2,2,NA,NA,48,No,0.04,0.03,0.09,0.01,0.17
BeatMania,Konami Digital Entertainment,Konami Digital Entertainment,Simulation,Simulation,2006,2006,E10,E,2,2,NA,NA,67,Yes,0.03,0.03,NA,0.01,0.07
BeatMania Da Da Da!!,Konami Digital Entertainment,Konami Digital Entertainment,Simulation,Simulation,2001,2001,E10,E,2,2,NA,NA,NA,Yes,NA,NA,NA,NA,NA
BeatMania Da Da Da!! The Best Da,Konami Digital Entertainment,Konami Digital Entertainment,Simulation,Simulation,2002,2002,E10,E,2,2,NA,NA,NA,Yes,NA,NA,NA,NA,NA
BeatMania IIDX 10th Style,Konami Digital Entertainment,Konami Digital Entertainment,Simulation,Simulation,2005,2005,E10,E,2,2,NA,NA,NA,Yes,NA,NA,NA,NA,NA
BeatMania IIDX 11: IIDX Red,Konami Digital Entertainment,Konami Digital Entertainment,Simulation,Simulation,2006,2006,E10,E,2,2,NA,NA,NA,Yes,NA,NA,0.02,NA,0.02
BeatMania IIDX 12: Happy Sky,Konami Digital Entertainment,Konami Digital Entertainment,Simulation,Simulation,2006,2006,E10,E,2,2,NA,NA,NA,Yes,NA,NA,NA,NA,NA
BeatMania IIDX 13: DistorteD,Konami Digital Entertainment,Konami Digital Entertainment,Simulation,Simulation,2007,2007,E10,E,2,2,NA,NA,NA,Yes,NA,NA,0.03,NA,0.03
BeatMania IIDX 14 Gold,Konami Digital Entertainment,Konami Digital Entertainment,Simulation,Simulation,2008,2008,E10,E,2,2,NA,NA,NA,Yes,NA,NA,0.03,NA,0.03
BeatMania IIDX 15: DJ Troopers,Konami Digital Entertainment,Konami Digital Entertainment,Simulation,Simulation,2008,2008,E10,E,2,2,NA,NA,NA,Yes,NA,NA,0.03,NA,0.03
BeatMania IIDX 16: Empress + Premium Best,Konami Digital Entertainment,Konami Digital Entertainment,Simulation,Simulation,2009,2009,E10,E,2,2,NA,NA,NA,Yes,NA,NA,0.04,NA,0.04
BeatMania IIDX 3rd Style,Konami Digital Entertainment,Konami Digital Entertainment,Simulation,Simulation,2000,2001,E10,E,2,2,NA,NA,NA,Yes,NA,NA,0.05,NA,0.05
BeatMania IIDX 4th Style: New Songs Collection,Konami Digital Entertainment,Konami Digital Entertainment,Simulation,Simulation,2001,2001,E10,E,2,2,NA,NA,NA,Yes,NA,NA,0.05,NA,0.05
BeatMania IIDX 5th Style: New Songs Collection,Konami Digital Entertainment,Konami Digital Entertainment,Simulation,Simulation,2001,2001,E10,E,2,2,NA,NA,NA,Yes,NA,NA,NA,NA,NA
BeatMania IIDX 6th Style: New Songs Collection,Konami Digital Entertainment,Konami Digital Entertainment,Simulation,Simulation,2002,2002,E10,E,2,2,NA,NA,NA,Yes,NA,NA,NA,NA,NA
BeatMania IIDX 7th Style,Konami Digital Entertainment,Konami Digital Entertainment,Simulation,Simulation,2004,2004,E10,E,2,2,NA,NA,NA,Yes,NA,NA,NA,NA,NA
BeatMania IIDX 8th Style,Konami Digital Entertainment,Konami Digital Entertainment,Simulation,Simulation,2004,2004,E10,E,2,2,NA,NA,NA,Yes,NA,NA,NA,NA,NA
BeatMania IIDX 9th Style,Konami Digital Entertainment,Konami Digital Entertainment,Simulation,Simulation,2005,2005,E10,E,2,2,NA,NA,NA,Yes,NA,NA,NA,NA,NA
Beck: The Game,Marvelous Interactive,Marvelous Interactive,Misc,Misc,2005,2005,NA,NA,1,1,NA,NA,NA,No,NA,NA,NA,NA,NA
Bee Movie Game,Activision,Activision,ActionAdventure,ActionAdventure,2007,2007,E,E,2,2,NA,NA,65,Yes,0.05,0.04,NA,0.01,0.1
Ben 10 Alien Force: Vilgax Attacks,D3Publisher,D3Publisher,ActionAdventure,ActionAdventure,2009,2009,E,E,1,1,NA,NA,NA,Yes,0.11,0.03,NA,0.15,0.29
Ben 10 Ultimate Alien: Cosmic Destruction,D3Publisher,D3Publisher,Platformer,Platformer,2010,2009,E10,E,1,1,NA,NA,NA,Yes,0.13,0.06,NA,0.04,0.22
Ben 10: Alien Force,Koch Media,Other,ActionAdventure,ActionAdventure,2008,2008,E10,E,1,1,NA,NA,NA,Yes,0.22,0.02,NA,0.33,0.57
Ben 10: Protector of Earth,D3Publisher,D3Publisher,ActionAdventure,ActionAdventure,2007,2007,E10,E,1,1,NA,NA,NA,Yes,0.09,NA,NA,0.74,0.84
Berserk: Millennium Falcon Hen Seima Senki no Shou,Sammy Corporation,Other,ActionAdventure,ActionAdventure,2004,2004,NA,NA,1,1,NA,NA,NA,Yes,NA,NA,NA,NA,NA
Beverly Hills Cop,Blast! Entertainment Ltd,Other,Shooter,Shooter,2005,2005,T,T,1,1,NA,NA,NA,Yes,NA,NA,NA,NA,NA
Beyond Good & Evil,Ubisoft,Ubisoft,ActionAdventure,ActionAdventure,2003,2003,T,T,1,1,NA,NA,86,No,0.16,0.13,NA,0.04,0.33
Biathlon 2008,RTL,Other,Sports,Sports,2007,2007,E,E,4,4,NA,NA,NA,Yes,NA,NA,NA,NA,NA
Big Idea's VeggieTales: LarryBoy and the Bad Apple,Crave Entertainment,Other,ActionAdventure,ActionAdventure,2006,2006,E,E,2,2,NA,NA,NA,Yes,0.01,0.01,NA,NA,0.02
Big Mutha Truckers,Empire Interactive,Empire Interactive,Racing,Racing,2002,2002,T,T,1,1,NA,NA,62,No,0.41,0.32,NA,0.11,0.84
Big Mutha Truckers 2,Xplosiv,Other,Racing,Racing,2005,2005,M,M,1,1,NA,NA,51,No,0.1,0.07,NA,0.03,0.2
Biker Mice From Mars,Game Factory,Other,Racing,Racing,2006,2006,E10,E,1,1,NA,NA,27,Yes,0.03,0.02,NA,0.01,0.06
Billiards Xciting,Agetec,Other,Sports,Sports,2002,2002,E,E,2,2,NA,NA,NA,Yes,NA,NA,NA,NA,NA
Bionicle,Electronic Arts,Electronic Arts,ActionAdventure,ActionAdventure,2003,2003,E,E,1,1,NA,NA,51,No,0.21,0.17,NA,0.06,0.43
Bionicle Heroes,Eidos Interactive,Eidos Interactive,Shooter,Shooter,2006,2006,E,E,1,1,NA,NA,NA,No,NA,NA,NA,NA,NA
Black,Electronic Arts,Electronic Arts,Shooter,Shooter,2006,2006,M,M,1,1,NA,NA,79,No,1.01,0.04,0.03,0.16,1.25
Black & Bruised,Vivendi Games,Vivendi Games,Fighting,Fighting,2003,2003,T,T,2,2,NA,NA,63,No,0.08,0.06,NA,0.02,0.16
Black Cat,Capcom,Capcom,ActionAdventure,ActionAdventure,2006,2006,NA,NA,1,1,NA,NA,NA,Yes,NA,NA,0.01,NA,0.01
Blade II,Activision,Activision,ActionAdventure,ActionAdventure,2002,2002,M,M,1,1,NA,NA,49,No,0.15,0.12,NA,0.04,0.31
Blazing Souls,Idea Factory,Idea Factory,RPG,RPG,2006,2006,NA,NA,1,1,NA,NA,NA,Yes,NA,NA,0.02,NA,0.02
Bleach: Blade Battlers,Sony Computer Entertainment,Sony Computer Entertainment,Fighting,Fighting,2006,2006,NA,NA,2,2,NA,NA,NA,Yes,NA,NA,0.05,NA,0.05
Bleach: Blade Battlers 2nd,Sony Computer Entertainment,Sony Computer Entertainment,Fighting,Fighting,2007,2007,NA,NA,2,2,NA,NA,NA,Yes,NA,NA,0.06,NA,0.06
Bleach: Erabareshi Tamashii,Sony Computer Entertainment,Sony Computer Entertainment,ActionAdventure,ActionAdventure,2005,2005,NA,NA,1,1,NA,NA,NA,Yes,NA,NA,0.08,NA,0.08
Bleach: Hanatareshi Yabou,Sony Computer Entertainment,Sony Computer Entertainment,RPG,RPG,2006,2006,NA,NA,1,1,NA,NA,NA,Yes,NA,NA,0.07,NA,0.07
Blitz: The League,Midway Games,Midway Games,Sports,Sports,2005,2005,M,M,2,2,2,2,76,No,0.74,0.03,NA,0.12,0.89
Blokus Club with Bumpy Trot,Irem Software Engineering,Other,Puzzle,Other,2005,2005,NA,NA,4,4,NA,NA,NA,Yes,NA,NA,NA,NA,NA
Blood Omen 2,Eidos Interactive,Eidos Interactive,ActionAdventure,ActionAdventure,2002,2002,M,M,1,1,NA,NA,67,No,0.19,0.15,NA,0.05,0.39
Blood Will Tell: Tezuka Osamu's Dororo,Sega,Sega,ActionAdventure,ActionAdventure,2004,2004,M,M,2,2,NA,NA,67,Yes,0.02,0.02,NA,0.01,0.04
Blood: The Last Vampire,Sony Computer Entertainment,Sony Computer Entertainment,ActionAdventure,ActionAdventure,2000,2001,NA,NA,1,1,NA,NA,NA,Yes,NA,NA,0.09,NA,0.09
BloodRayne,Majesco,Other,Shooter,Shooter,2002,2002,M,M,1,1,NA,NA,75,No,0.2,0.16,NA,0.05,0.42
BloodRayne 2,Majesco,Other,Shooter,Shooter,2004,2004,M,M,1,1,NA,NA,70,No,0.13,0.1,NA,0.03,0.27
Bloody Roar 3,Virgin Interactive,Other,Fighting,Fighting,2001,2001,T,T,2,2,NA,NA,71,No,0.15,0.11,0.05,0.04,0.35
Bloody Roar 4,Konami Digital Entertainment,Konami Digital Entertainment,Fighting,Fighting,2003,2003,M,M,2,2,NA,NA,59,Yes,0.05,0.04,NA,0.01,0.09
BlowOut,Zoo Digital Publishing,Other,Shooter,Shooter,2003,2003,T,T,1,1,NA,NA,58,No,0.11,0.09,NA,0.03,0.23
BMX XXX,Acclaim Entertainment,Acclaim Entertainment,Sports,Sports,2002,2002,M,M,2,2,NA,NA,54,No,0.07,0.06,NA,0.02,0.15
Bob the Builder: Festival of Fun,Blast! Entertainment Ltd,Other,ActionAdventure,ActionAdventure,2007,2007,E,E,1,1,NA,NA,NA,Yes,NA,NA,NA,NA,NA
Boboboubo Boubobo: Shuumare! Taikan Boubobo,Hudson Soft,Hudson Soft,ActionAdventure,ActionAdventure,2004,2004,E,E,1,1,NA,NA,NA,Yes,NA,NA,NA,NA,NA
Bode Miller Alpine Skiing,Valcon Games,Other,Sports,Sports,2006,2006,E,E,2,2,12,8,NA,Yes,0.01,0.01,NA,NA,0.03
Boku no Natsuyasumi 2: Umi no Bouken Hen,Sony Computer Entertainment,Sony Computer Entertainment,ActionAdventure,ActionAdventure,2002,2002,NA,NA,1,1,NA,NA,NA,Yes,NA,NA,0.41,NA,0.41
Bolt,Disney Interactive Studios,Disney Interactive Studios,ActionAdventure,ActionAdventure,2008,2008,E10,E,1,1,NA,NA,NA,Yes,0.09,0.02,NA,0.16,0.26
Bombastic,Capcom,Capcom,Puzzle,Other,2002,2002,E,E,4,4,NA,NA,72,Yes,0.03,0.02,NA,0.01,0.05
Bomberman Hardball,Ubisoft,Ubisoft,Sports,Sports,2004,2004,E,E,4,4,NA,NA,NA,Yes,NA,NA,NA,NA,NA
Bomberman Jetters,Hudson Soft,Hudson Soft,Puzzle,Other,2002,2002,E,E,4,4,NA,NA,NA,No,NA,NA,NA,NA,NA
Bomberman Kart,Hudson Soft,Hudson Soft,Racing,Racing,2001,2001,E,E,4,4,NA,NA,NA,Yes,NA,NA,NA,NA,NA
Bomberman Kart DX,Hudson Soft,Hudson Soft,Racing,Racing,2004,2004,E,E,4,4,NA,NA,NA,Yes,NA,NA,NA,NA,NA
Bomberman Land 2,Hudson Soft,Hudson Soft,ActionAdventure,ActionAdventure,2003,2003,E,E,4,4,NA,NA,NA,No,NA,NA,NA,NA,NA
Bomberman Land 3,Hudson Soft,Hudson Soft,ActionAdventure,ActionAdventure,2005,2005,E,E,4,4,NA,NA,NA,Yes,NA,NA,NA,NA,NA
Boogie,Electronic Arts,Electronic Arts,Music,Music,2007,2007,E10,E,2,2,NA,NA,52,Yes,0.09,0.07,NA,0.02,0.19
Bouken Jidai Katsugeki: Goemon,Konami Digital Entertainment,Konami Digital Entertainment,RPG,RPG,2000,2001,NA,NA,1,1,NA,NA,NA,Yes,NA,NA,NA,NA,NA
Bouken-Ou Beet: Darkness Century,Namco Bandai Games,Namco Bandai Games,RPG,RPG,2005,2005,NA,NA,4,4,NA,NA,NA,Yes,NA,NA,NA,NA,NA
Boukoku no Aegis 2035: Warship Gunner,Tecmo Koei,Tecmo Koei,Simulation,Simulation,2005,2005,NA,NA,1,1,NA,NA,NA,Yes,NA,NA,NA,NA,NA
Bowling Xciting,Agetec,Other,Sports,Sports,2003,2003,NA,NA,4,4,NA,NA,NA,Yes,NA,NA,NA,NA,NA
Boxing Champions,Midas Interactive Entertainment,Midas Interactive Entertainment,Fighting,Fighting,2002,2002,M,M,2,2,NA,NA,NA,Yes,NA,NA,NA,NA,NA
Bratz: Forever Diamondz,THQ,THQ,ActionAdventure,ActionAdventure,2006,2006,E,E,1,1,NA,NA,NA,No,0.01,0.01,NA,NA,0.01
Bratz: Girlz Really Rock,THQ,THQ,ActionAdventure,ActionAdventure,2008,2008,E,E,2,2,NA,NA,NA,Yes,0.11,0.09,NA,0.03,0.23
Bratz: Rock Angelz,THQ,THQ,Misc,Misc,2005,2005,E,E,1,1,NA,NA,60,No,0.19,0.15,NA,0.05,0.38
Bratz: The Movie,THQ,THQ,Simulation,Simulation,2007,2007,E,E,2,2,NA,NA,NA,Yes,0.24,0.18,NA,0.06,0.48
Brave Story: Wataru no Bouken,Sony Computer Entertainment,Sony Computer Entertainment,RPG,RPG,2006,2006,E,E,1,1,NA,NA,NA,Yes,NA,NA,NA,NA,NA
Brave: The Searcher for Spirit Dancer,Sony Computer Entertainment,Sony Computer Entertainment,Platformer,Platformer,2005,2005,E,E,1,1,NA,NA,NA,Yes,NA,NA,NA,NA,NA
Breath of Fire: Dragon Quarter,Capcom,Capcom,RPG,RPG,2002,2002,T,T,1,1,NA,NA,78,Yes,0.09,0.07,NA,0.02,0.19
Brian Lara International Cricket 2005,Codemasters,Codemasters,Sports,Sports,2005,2005,E,E,2,2,NA,NA,NA,Yes,NA,NA,NA,NA,NA
Brian Lara International Cricket 2007,Codemasters,Codemasters,Sports,Sports,2007,2007,E,E,2,2,NA,NA,NA,Yes,NA,NA,NA,NA,NA
Britney's Dance Beat,THQ,THQ,Music,Music,2002,2002,E,E,2,2,NA,NA,NA,Yes,0.12,0.09,NA,0.03,0.24
Broken Sword: The Sleeping Dragon,THQ,THQ,ActionAdventure,ActionAdventure,2003,2003,NA,NA,1,1,NA,NA,NA,No,NA,NA,NA,NA,NA
Brothers In Arms: Earned in Blood,Ubisoft,Ubisoft,Shooter,Shooter,2005,2005,M,M,2,2,4,4,71,No,0.38,0.01,NA,0.06,0.46
Brothers In Arms: Road to Hill 30,Ubisoft,Ubisoft,Shooter,Shooter,2005,2005,M,M,2,2,4,4,82,No,0.38,0.01,NA,0.06,0.46
Brunswick Pro Bowling,505 Games,505 Games,Sports,Sports,2007,2007,E,E,4,4,4,4,NA,Yes,0.2,0.15,NA,0.05,0.4
Buccaneer,Essential Games,Other,ActionAdventure,ActionAdventure,2006,2006,T,T,1,1,NA,NA,NA,Yes,NA,NA,NA,NA,NA
Buffy the Vampire Slayer: Chaos Bleeds,Vivendi Games,Vivendi Games,ActionAdventure,ActionAdventure,2003,2003,T,T,4,4,NA,NA,72,No,0.09,0.07,NA,0.02,0.18
Bujingai: The Forsaken City,505 Games,505 Games,Fighting,Fighting,2003,2003,T,T,1,1,NA,NA,72,Yes,0.05,0.04,NA,0.01,0.1
Bully,Take-Two Interactive,Take-Two Interactive,ActionAdventure,ActionAdventure,2006,2006,M,M,1,1,NA,NA,87,Yes,0.75,0.03,0.04,0.12,0.94
Burnout,Acclaim Entertainment,Acclaim Entertainment,Racing,Racing,2001,2001,E,E,2,2,NA,NA,79,No,0.36,0.28,NA,0.1,0.74
Burnout 2: Point of Impact,Acclaim Entertainment,Acclaim Entertainment,Racing,Racing,2002,2002,E,E,2,2,NA,NA,86,No,0.42,0.32,NA,0.11,0.85
Burnout 3: Takedown,Electronic Arts,Electronic Arts,Racing,Racing,2004,2004,T,T,2,2,16,16,93,No,1.23,1.11,NA,0.34,2.68
Burnout Dominator,Electronic Arts,Electronic Arts,Racing,Racing,2007,2007,E10,E,4,4,NA,NA,76,Yes,NA,NA,NA,NA,NA
Burnout Revenge,Electronic Arts,Electronic Arts,Racing,Racing,2005,2005,E10,E,2,2,6,4,90,No,0.75,0.03,NA,0.12,0.9
Busin 0: Wizardry Alternative Neo,Atlus,Atlus,RPG,RPG,2003,2003,T,T,1,1,NA,NA,NA,Yes,NA,NA,NA,NA,NA
Busou Renkin: Youkoso Papillon Park e,Marvelous Interactive,Marvelous Interactive,ActionAdventure,ActionAdventure,2007,2007,NA,NA,1,1,NA,NA,NA,Yes,NA,NA,0.02,NA,0.02
Bust-A-Bloc,Midas Interactive Entertainment,Midas Interactive Entertainment,Puzzle,Other,2002,2002,E,E,2,2,NA,NA,NA,Yes,NA,NA,0.05,NA,0.05
Butt-Ugly Martians: Zoom or Doom!,Vivendi Games,Vivendi Games,Racing,Racing,2002,2002,E,E,2,2,NA,NA,41,No,0.01,0.01,NA,NA,0.02
Buzz! Brain of the UK,Sony Computer Entertainment,Sony Computer Entertainment,Misc,Misc,2009,2009,E10,E,4,4,NA,NA,NA,Yes,NA,NA,NA,NA,NA
Buzz! Junior: Ace Racers,Sony Computer Entertainment,Sony Computer Entertainment,Racing,Racing,2008,2008,E10,E,4,4,NA,NA,NA,Yes,NA,NA,NA,NA,NA
Buzz! Junior: Dino Den,Sony Computer Entertainment,Sony Computer Entertainment,Misc,Misc,2008,2008,E10,E,4,4,NA,NA,NA,Yes,NA,NA,NA,NA,NA
Buzz! Junior: Jungle Party,Sony Computer Entertainment,Sony Computer Entertainment,Misc,Misc,2006,2006,E,E,4,4,NA,NA,70,Yes,0.2,0.16,NA,0.05,0.41
Buzz! Junior: Monster Rumble,Sony Computer Entertainment,Sony Computer Entertainment,Misc,Misc,2007,2007,E10,E,4,4,NA,NA,NA,Yes,NA,NA,NA,NA,NA
Buzz! Junior: RoboJam,Sony Computer Entertainment,Sony Computer Entertainment,Misc,Misc,2007,2007,E,E,4,4,NA,NA,62,Yes,0.11,0.09,NA,0.03,0.23
Buzz! Pop Quiz,Sony Computer Entertainment,Sony Computer Entertainment,Misc,Misc,2008,2008,E10,E,4,4,NA,NA,NA,Yes,NA,NA,NA,NA,NA
Buzz! The BIG Quiz,Sony Computer Entertainment,Sony Computer Entertainment,Misc,Misc,2006,2006,E10,E,4,4,NA,NA,NA,Yes,NA,1.1,NA,0.39,1.49
Buzz! The Hollywood Quiz,Sony Computer Entertainment,Sony Computer Entertainment,Misc,Misc,2007,2007,T,T,4,4,NA,NA,77,Yes,0.17,NA,NA,0.61,0.78
Buzz! The Mega Quiz,Sony Computer Entertainment,Sony Computer Entertainment,Misc,Misc,2007,2007,E10,E,4,4,NA,NA,75,Yes,0.32,0.06,NA,0.5,0.88
Buzz! The Music Quiz,Sony Computer Entertainment,Sony Computer Entertainment,Misc,Misc,2005,2005,E10,E,4,4,NA,NA,NA,Yes,NA,1.18,NA,0.43,1.61
Buzz! The Schools Quiz,Sony Computer Entertainment,Sony Computer Entertainment,Misc,Misc,2008,2008,E10,E,4,4,NA,NA,NA,Yes,NA,0.02,NA,0.19,0.2
Buzz! The Sports Quiz,Sony Computer Entertainment,Sony Computer Entertainment,Misc,Misc,2006,2006,E10,E,4,4,NA,NA,NA,Yes,NA,NA,NA,NA,NA
Cabela's African Safari,Activision,Activision,Sports,Sports,2006,2006,T,T,2,2,NA,NA,NA,Yes,NA,NA,NA,NA,NA
Cabela's Alaskan Adventure,Activision,Activision,Sports,Sports,2006,2006,T,T,1,1,NA,NA,NA,Yes,0.01,0.01,NA,NA,0.02
Cabela's Big Game Hunter,Activision,Activision,Sports,Sports,2002,2002,T,T,1,1,NA,NA,59,No,0.7,0.54,NA,0.18,1.42
Cabela's Big Game Hunter (2008),Activision,Activision,Sports,Sports,2007,2007,T,T,1,1,NA,NA,NA,Yes,0.1,0.08,NA,0.03,0.2
Cabela's Big Game Hunter 2005 Adventures,Activision,Activision,Sports,Sports,2004,2004,T,T,2,2,NA,NA,55,No,0.28,0.21,NA,0.07,0.56
Cabela's Dangerous Hunts,Activision,Activision,Sports,Sports,2003,2003,T,T,1,1,NA,NA,57,No,0.57,0.45,NA,0.15,1.17
Cabela's Dangerous Hunts 2,Activision,Activision,Sports,Sports,2005,2005,T,T,1,1,NA,NA,NA,No,0.19,0.15,NA,0.05,0.39
Cabela's Dangerous Hunts 2009,Activision,Activision,Sports,Sports,2008,2008,T,T,1,1,NA,NA,NA,Yes,0.09,0.07,NA,0.02,0.18
Cabela's Dangerous Hunts: Ultimate Challenge,Activision,Activision,Sports,Sports,2005,2005,T,T,1,1,NA,NA,NA,Yes,NA,NA,NA,NA,NA
Cabela's Deer Hunt 2005 Season,Activision,Activision,Sports,Sports,2004,2004,T,T,1,1,NA,NA,NA,No,0.18,0.14,NA,0.05,0.37
Cabela's Deer Hunt: 2004 Season,Activision,Activision,Sports,Sports,2003,2003,T,T,1,1,NA,NA,NA,No,0.37,0.29,NA,0.1,0.76
Cabela's Legendary Adventures,Activision,Activision,Sports,Sports,2008,2008,T,T,1,1,NA,NA,NA,Yes,0.21,0.16,NA,0.05,0.42
